,Facility Name,Permit Number,Permit Status,Permit Type,City,County,Violation Date,Is Addressed,Category,Type,Parameter,Units,Statistical Base,Measurement Value,Benchmark/Limit,Violation Notes,Violation Override,Feature Name,ViolationId,FacilityId,lat,lon
1985,WAHLUKE WINE CO,ST0008096,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MATTAWA,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Nitrate + Nitrite (Total),Milligrams/L (mg/L),Single Sample, , , , ,001,1638084,16292,46.738899230957,-119.918998718262
1986,WAHLUKE WINE CO,ST0008096,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MATTAWA,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Nitrate + Nitrite (Total),Milligrams/L (mg/L),Maximum, , , , ,001,1638084,16292,46.738899230957,-119.918998718262
1987,WAHLUKE WINE CO,ST0008096,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MATTAWA,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Potassium (Total),Milligrams/L (mg/L),Maximum, , , , ,001,1638086,16292,46.738899230957,-119.918998718262
1988,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Sodium (Total),Lbs/Day,Average Monthly, ,500 / 500, , ,001,1637926,84931818,47.1269302368164,-119.19319152832
1989,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Sodium (Total),Lbs/Day,Single Sample, ,650 / 650, , ,001,1637926,84931818,47.1269302368164,-119.19319152832
1990,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Sodium (Total),Milligrams/L (mg/L),Single Sample, , , , ,001,1637932,84931818,47.1269302368164,-119.19319152832
1991,WAHLUKE WINE CO,ST0008096,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MATTAWA,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Potassium (Total),Milligrams/L (mg/L),Single Sample, , , , ,001,1638086,16292,46.738899230957,-119.918998718262
1992,WAHLUKE WINE CO,ST0008096,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MATTAWA,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Sodium (Total),Milligrams/kilogram (Mg/Kg),Single Sample, , , , ,001,1638085,16292,46.738899230957,-119.918998718262
1993,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Sodium (Total),Lbs/Day,Maximum, ,650 / 650, , ,001,1637926,84931818,47.1269302368164,-119.19319152832
1994,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Sodium (Total),Milligrams/L (mg/L),Average Monthly, , , , ,001,1637932,84931818,47.1269302368164,-119.19319152832
1995,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Sodium (Total),Milligrams/L (mg/L),Maximum, , , , ,001,1637932,84931818,47.1269302368164,-119.19319152832
1996,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total Dissolved Solids (TDS)),Milligrams/L (mg/L),Average Monthly, , , , ,001,1637925,84931818,47.1269302368164,-119.19319152832
1997,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total Dissolved Solids (TDS)),Milligrams/L (mg/L),Single Sample, , , , ,001,1637925,84931818,47.1269302368164,-119.19319152832
1998,WAHLUKE WINE CO,ST0008096,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MATTAWA,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total Dissolved Solids (TDS)),Milligrams/L (mg/L),Maximum, , , , ,001,1638082,16292,46.738899230957,-119.918998718262
1999,WAHLUKE WINE CO,ST0008096,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MATTAWA,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total suspended (TSS)),Lbs/Day,Maximum, , , , ,001,1638081,16292,46.738899230957,-119.918998718262
2000,WAHLUKE WINE CO,ST0008096,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MATTAWA,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total suspended (TSS)),Milligrams/L (mg/L),Maximum, , , , ,001,1638080,16292,46.738899230957,-119.918998718262
2001,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total Dissolved Solids (TDS)),Milligrams/L (mg/L),Maximum, , , , ,001,1637925,84931818,47.1269302368164,-119.19319152832
2002,WAHLUKE WINE CO,ST0008096,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MATTAWA,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total Dissolved Solids (TDS)),Milligrams/L (mg/L),Single Sample, , , , ,001,1638082,16292,46.738899230957,-119.918998718262
2003,WAHLUKE WINE CO,ST0008096,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MATTAWA,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total suspended (TSS)),Lbs/Day,Single Sample, , , , ,001,1638081,16292,46.738899230957,-119.918998718262
2004,WAHLUKE WINE CO,ST0008096,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MATTAWA,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total suspended (TSS)),Milligrams/L (mg/L),Single Sample, , , , ,001,1638080,16292,46.738899230957,-119.918998718262
2005,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total Dissolved Solids (TDS)),Lbs/Day,Average Monthly, ,1644 / 1644, , ,001,1637930,84931818,47.1269302368164,-119.19319152832
2006,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total Dissolved Solids (TDS)),Lbs/Day,Single Sample, ,2711 / 2711, , ,001,1637930,84931818,47.1269302368164,-119.19319152832
2007,WAHLUKE WINE CO,ST0008096,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MATTAWA,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total Dissolved Solids (TDS)),Lbs/Day,Single Sample, , , , ,001,1638083,16292,46.738899230957,-119.918998718262
2008,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Temperature (Calculated),Degrees F,Single Sample, , , , ,001,1640070,37132313,47.1330940442168,-119.190714295883
2009,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Turbidity (Nephelometric) (Measured),NTU,Average Monthly, , , , ,001,1637931,84931818,47.1269302368164,-119.19319152832
2010,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Turbidity (Nephelometric) (Measured),NTU,Single Sample, , , , ,001,1637931,84931818,47.1269302368164,-119.19319152832
2011,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total Dissolved Solids (TDS)),Lbs/Day,Maximum, ,2711 / 2711, , ,001,1637930,84931818,47.1269302368164,-119.19319152832
2012,WAHLUKE WINE CO,ST0008096,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MATTAWA,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total Dissolved Solids (TDS)),Lbs/Day,Maximum, , , , ,001,1638083,16292,46.738899230957,-119.918998718262
2013,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Temperature (Calculated),Degrees F,Maximum, , , , ,001,1640070,37132313,47.1330940442168,-119.190714295883
2014,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Turbidity (Nephelometric) (Measured),NTU,Maximum, , , , ,001,1637931,84931818,47.1269302368164,-119.19319152832
2015,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion) Daily Min,Standard Units,Minimum, , , , ,001,1637927,84931818,47.1269302368164,-119.19319152832
2016,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion) Daily Min,Standard Units,Single Sample, , , , ,001,1637927,84931818,47.1269302368164,-119.19319152832
2017,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion) Daily Max,Standard Units,Single Sample, ,11 / 11, , ,001,1637928,84931818,47.1269302368164,-119.19319152832
2018,HARRINGTON WWTP,ST0045508,Active,Municipal to ground SWDP IP,HARRINGTON,Lincoln,8/31/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1639899,9539873,47.4805908203125,-118.263076782227
2019,CHENEY WWTP,WA0020842,Active,Municipal NPDES IP,Cheney,Spokane,8/31/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1639907,20075,47.4854033226332,-117.557231235988
2020,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/25/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631480,3245,47.5425,-119.466
2021,EKA CHEMICALS,ST0008078,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,9/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion) Daily Max,Standard Units,Maximum, ,11 / 11, , ,001,1637928,84931818,47.1269302368164,-119.19319152832
2022,"CMR LANDS, LLC",ST0008046,Active,Municipal to ground SWDP IP,CHEWELAH,Stevens,8/31/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1639898,1828,48.303092956543,-117.562164306641
2023,HARRINGTON WWTP,ST0045508,Active,Municipal to ground SWDP IP,HARRINGTON,Lincoln,8/31/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1639902,9539873,47.4805908203125,-118.263076782227
2024,RITZVILLE WWTP,ST0008028,Active,Municipal to ground SWDP IP,Ritzville,Adams,8/25/2020,No,Effluent Violations,Numeric effluent violation, , , ,9.92, , , , ,1631264,94953868,47.1295217084276,-118.391757172922
2025,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/25/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631481,3245,47.5425,-119.466
2026,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/25/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631482,3245,47.5425,-119.466
2027,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/25/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631486,3245,47.5425,-119.466
2028,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/25/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631490,3245,47.5425,-119.466
2029,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/25/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631494,3245,47.5425,-119.466
2030,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/25/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631501,3245,47.5425,-119.466
2031,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/25/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631485,3245,47.5425,-119.466
2032,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/25/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631489,3245,47.5425,-119.466
2033,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/25/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631491,3245,47.5425,-119.466
2034,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/25/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631500,3245,47.5425,-119.466
2035,SGL Automotive Carbon Fiber LLC,ST0501273,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/19/2020,No,Effluent Violations,Numeric effluent violation, , , ,103, , , , ,1630918,7176,47.218679,-119.294983
2036,BASIC AMERICAN FOODS,ST0005213,Active,Industrial to ground SWDP IP,Moses Lake,Grant,8/19/2020,No,Monitoring Violations,Frequency of Sampling Violation, , , , , , , , ,1631636,616,47.07709,-119.22335
2037,AstaReal Technologies,ST0045535,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/13/2020,No,Effluent Violations,Numeric effluent violation, , , ,0.113, , , , ,1631237,7626,47.1989854204944,-119.292720915344
2038,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640214,37132313,47.1330940442168,-119.190714295883
2039,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640219,37132313,47.1330940442168,-119.190714295883
2040,MOSES LAKE AIR TANKER BASE,ST0008081,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,MOSES LAKE,Grant,8/19/2020,No,Effluent Violations,Numeric effluent violation, , , ,5740, , , , ,1631233,1620753,47.1922912597656,-119.304100036621
2041,WARDEN WATER RECLAMATION FACILITY,ST0005380,Active,Reclaimed Water IP,WARDEN,Grant,8/15/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1639905,8400872,46.9756965637207,-119.025566101074
2042,BASIC AMERICAN FOODS,ST0005213,Active,Industrial to ground SWDP IP,Moses Lake,Grant,8/6/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1639909,616,47.07709,-119.22335
2043,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640217,37132313,47.1330940442168,-119.190714295883
2044,ROYAL RIDGE FRUIT AND COLD STORAGE,ST0008080,Active,Industrial to ground SWDP IP,Royal City,Grant,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,822, , , , ,1640802,802231,46.8854719856959,-119.614676689414
2045,ROYAL RIDGE FRUIT AND COLD STORAGE,ST0008080,Active,Industrial to ground SWDP IP,Royal City,Grant,8/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1640803,802231,46.8854719856959,-119.614676689414
2046,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,280, , , , ,1631207,5920244,48.046930736445,-117.746502502098
2047,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640189,37132313,47.1330940442168,-119.190714295883
2048,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640192,37132313,47.1330940442168,-119.190714295883
2049,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640196,37132313,47.1330940442168,-119.190714295883
2050,ROYAL RIDGE FRUIT AND COLD STORAGE,ST0008080,Active,Industrial to ground SWDP IP,Royal City,Grant,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,828, , , , ,1640806,802231,46.8854719856959,-119.614676689414
2051,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640187,37132313,47.1330940442168,-119.190714295883
2052,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640191,37132313,47.1330940442168,-119.190714295883
2053,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640195,37132313,47.1330940442168,-119.190714295883
2054,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640197,37132313,47.1330940442168,-119.190714295883
2055,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640198,37132313,47.1330940442168,-119.190714295883
2056,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640176,37132313,47.1330940442168,-119.190714295883
2057,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1640181,37132313,47.1330940442168,-119.190714295883
2058,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640184,37132313,47.1330940442168,-119.190714295883
2059,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640208,37132313,47.1330940442168,-119.190714295883
2060,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640175,37132313,47.1330940442168,-119.190714295883
2061,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , ,001,1640177,37132313,47.1330940442168,-119.190714295883
2062,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640182,37132313,47.1330940442168,-119.190714295883
2063,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640200,37132313,47.1330940442168,-119.190714295883
2064,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640209,37132313,47.1330940442168,-119.190714295883
2065,AMERICOLD,ST0008124,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Moses Lake,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1640211,37132313,47.1330940442168,-119.190714295883
2066,RITZVILLE WWTP,ST0008028,Active,Municipal to ground SWDP IP,Ritzville,Adams,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,295, , , , ,1631261,94953868,47.1295217084276,-118.391757172922
2067,RITZVILLE WWTP,ST0008028,Active,Municipal to ground SWDP IP,Ritzville,Adams,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,295, , , , ,1631263,94953868,47.1295217084276,-118.391757172922
2068,SPOKANE COUNTY REGIONAL WATER RECLAMATION FACILITY (SCRWRF),WA0093317,Active,Municipal NPDES IP,Spokane,Spokane,8/1/2020,Yes,Design Criteria (85%),85% Design Criteria Warning (if exceeded for 3 consecutive months triggers permit action), , , ,17758, , ,Permit set up error, ,1631268,3192,47.6676117983677,-117.355946800676
2069,Quincy Water Reclamation Facility,ST0005278,Active,Reclaimed Water IP,QUINCY,Grant,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,23.75, , , , ,1631371,7435937,47.2148780822754,-119.843467712402
2070,SPRINGDALE WWTP,ST0005385,Active,Municipal to ground SWDP IP,Springdale,Stevens,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631209,5920244,48.046930736445,-117.746502502098
2071,RITZVILLE WWTP,ST0008028,Active,Municipal to ground SWDP IP,Ritzville,Adams,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,-1, , , , ,1631262,94953868,47.1295217084276,-118.391757172922
2072,SPOKANE COUNTY REGIONAL WATER RECLAMATION FACILITY (SCRWRF),WA0093317,Active,Municipal NPDES IP,Spokane,Spokane,8/1/2020,Yes,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,2006.7, , ,Permit set up error, ,1631267,3192,47.6676117983677,-117.355946800676
2073,SPOKANE COUNTY REGIONAL WATER RECLAMATION FACILITY (SCRWRF),WA0093317,Active,Municipal NPDES IP,Spokane,Spokane,8/1/2020,Yes,Design Criteria (85%),85% Design Criteria Warning (if exceeded for 3 consecutive months triggers permit action), , , ,2767.8, , ,Permit set up error, ,1631269,3192,47.6676117983677,-117.355946800676
2074,Quincy Water Reclamation Facility,ST0005278,Active,Reclaimed Water IP,QUINCY,Grant,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,78.2, , , , ,1631372,7435937,47.2148780822754,-119.843467712402
2075,PALOUSE STP,WA0044806,Active,Municipal NPDES IP,Palouse,Whitman,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,540, , , , ,1631373,7088,46.9097020716168,-117.081957093437
2076,ODESSA STP,WA0045560,Active,Municipal NPDES IP,Odessa,Lincoln,8/1/2020,Yes,Effluent Violations,Numeric effluent violation, , , ,3.5, , , , ,1631446,16464,47.3344124939083,-118.699241602375
2077,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631483,3245,47.5425,-119.466
2078,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631487,3245,47.5425,-119.466
2079,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631492,3245,47.5425,-119.466
2080,DIAMOND LAKE STP,ST0008029,Active,Municipal to ground SWDP IP,Newport,Pend Oreille,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,71, , , , ,1631444,20557,48.1267341017647,-117.164349985936
2081,MATTAWA WWTP,ST0008066,Active,Municipal to ground SWDP IP,MATTAWA,Grant,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,23.6333, , , , ,1631478,6800247,46.7418403625488,-119.939186096191
2082,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631484,3245,47.5425,-119.466
2083,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631488,3245,47.5425,-119.466
2084,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631493,3245,47.5425,-119.466
2085,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631495,3245,47.5425,-119.466
2086,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631497,3245,47.5425,-119.466
2087,RIM ROCK COVE OWNERS ASSOCIATION,ST0005395,Active,Municipal to ground SWDP IP,Coulee City,Grant,8/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631499,3245,47.5425,-119.466
2088,PORT OF MOSES LAKE,ST0008063,Active,Industrial to ground SWDP IP,Moses Lake,Grant,8/1/2020,No,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,161, , , , ,1630980,2403427,47.2239154335117,-119.334923932927
2089,MEDICAL LAKE WATER RECLAMATION FACILITY,WA0021148,Active,Reclaimed Water IP,MEDICAL LAKE,Spokane,8/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,21.6, , , , ,1631179,8281763,47.5832710266113,-117.68140411377
